time,magnitude,longitude,Latitude,depth,rainfall
2015-02-14 04:06:28,6.2,121.5400,22.6100,7.00,1.0
2015-02-12 15:35:33,3.8,121.7100,24.3100,10.00,0.0
2015-02-04 16:14:43,3.2,121.7000,24.5700,6.00,0.0
2015-01-24 15:15:26,4.2,120.4300,23.2100,9.00,0.0
2015-01-21 04:44:20,4.0,122.0700,24.1600,7.00,0.0
2015-01-19 11:48:29,3.9,121.6700,22.8300,65.00,0.0
2015-01-17 03:12:15,4.4,121.8500,24.4800,6.00,0.0
2015-01-07 12:48:31,5.2,121.7000,24.3400,10.00,0.0
2015-01-05 13:53:43,3.8,121.9900,24.6900,40.00,0.0
2015-01-02 01:10:46,3.8,121.6100,23.9000,15.00,0.0
2014-12-31 11:06:03,3.8,121.7200,24.9000,41.00,0.0
2014-12-21 04:29:27,3.1,122.2300,24.0100,8.00,0.0
2014-12-03 06:01:25,3.6,122.0200,23.8700,66.00,0.0
2014-11-20 01:55:29,4.2,121.9600,24.9600,10.00,0.0
2014-10-26 12:47:01,4.0,122.2500,24.7300,52.00,9.5
2014-10-08 02:08:09,4.7,121.5500,23.7300,8.00,0.0
2014-09-25 18:35:01,5.0,121.3600,22.7700,7.00,2.0
2014-09-21 05:14:03,4.0,121.5400,23.7000,8.00,106.5
2014-09-10 13:12:28,4.0,122.1000,24.3300,5.00,0.0
2014-09-07 07:33:11,4.3,122.4000,24.2000,5.00,0.0
2014-08-06 11:46:12,4.5,121.5000,22.2000,60.00,0.0
2014-07-17 14:11:52,4.7,121.3900,22.2600,8.00,0.0
2014-06-21 10:21:07,3.7,121.6600,23.4900,13.00,0.0
2014-06-15 06:22:46,4.5,121.4600,23.8100,14.00,7.5
2014-05-25 20:41:12,4.7,121.2000,23.0300,5.00,0.0
2014-05-21 08:21:14,5.7,121.5000,23.7000,20.00,3.0
2014-05-04 20:43:34,4.5,121.7000,23.9500,22.00,0.0
2014-04-26 00:33:05,3.9,121.3500,23.6100,7.00,11.0
2014-03-19 20:19:24,5.6,122.3500,24.0600,8.00,0.0
2014-03-17 21:12:55,4.9,122.4300,24.0900,8.00,0.0
2014-03-16 04:04:36,4.7,121.3600,22.2600,9.00,0.0
2014-02-22 04:25:15,4.3,121.5800,24.7700,63.00,0.0
2014-02-08 00:24:46,4.0,122.4000,24.0000,8.00,0.0
2014-01-29 10:14:51,4.1,121.3800,23.2100,9.00,0.0
2014-01-25 11:16:11,4.0,121.5500,23.9000,7.00,0.0
2014-01-15 03:50:04,4.5,121.1600,22.8700,7.00,0.0
2014-01-15 02:38:12,4.6,121.1500,22.8300,9.00,0.0
2014-01-15 00:44:26,4.4,120.9900,23.9100,7.00,0.0
2013-12-25 04:29:15,3.5,121.0800,22.7800,45.00,0.5
2013-11-16 03:39:19,4.4,122.4200,24.0100,28.00,0.0
2013-11-07 15:31:43,4.1,121.6200,24.1100,20.00,0.0
2013-11-07 15:25:11,4.3,121.6500,24.1300,6.00,0.0
2013-11-04 06:56:13,4.0,121.4900,23.9700,12.00,0.0
2013-11-03 11:43:15,4.1,121.4800,23.6600,8.00,2.0
2013-11-01 07:52:25,4.2,121.4000,23.7400,10.00,18.5
2013-11-01 00:05:20,4.0,121.3400,23.5600,9.00,22.0
2013-10-31 23:47:28,4.7,121.4800,23.6900,6.00,8.5
2013-10-31 21:57:12,4.0,121.4000,23.6200,10.00,3.0
2013-10-31 21:45:21,4.1,121.3600,23.5900,10.00,2.5
2013-10-31 20:02:10,6.7,121.4000,23.5000,20.00,0.0
2013-09-30 20:05:19,4.0,120.9700,23.9000,10.00,0.0
2013-08-18 22:57:02,4.0,122.3800,24.0200,8.00,0.0
2013-07-24 23:41:13,4.0,121.5000,23.9400,7.00,0.0
2013-07-24 23:32:14,4.6,121.5600,23.9600,7.00,0.0
2013-07-24 22:47:05,4.5,121.5700,23.9300,6.00,0.0
2013-07-16 18:11:35,5.0,121.5000,24.2000,8.00,0.0
2013-06-29 07:51:52,5.6,122.3000,24.0000,8.00,0.0
2013-06-26 18:19:16,4.0,121.8700,24.8700,7.00,0.0
2013-06-02 13:43:03,6.7,120.9000,23.9000,9.00,0.0
2013-06-02 04:32:23,3.9,121.1300,22.1900,6.00,0.0
2013-05-30 11:14:40,3.7,121.6700,23.9600,40.00,0.2
2013-05-29 09:33:58,4.1,122.3000,24.0300,8.00,0.0
2013-05-21 12:25:45,4.6,121.8400,24.2900,7.00,0.0
2013-04-21 11:07:50,3.5,122.4300,24.3800,70.00,0.0
2013-03-27 10:03:19,6.5,121.0000,24.0000,8.00,0.0
2013-03-20 15:22:01,4.0,122.0000,24.5000,11.00,7.0
2013-03-12 17:03:45,3.7,121.7000,24.4000,43.00,0.0
2013-03-07 16:07:22,4.0,121.3000,24.2000,7.00,0.0
2013-03-07 11:36:47,5.7,121.5000,24.3000,6.00,0.0
2013-03-06 19:49:44,4.0,122.1000,24.5000,18.00,1.5
2013-02-22 02:35:58,4.3,121.5000,24.3000,10.00,0.0
2013-02-17 09:32:09,4.2,121.4000,24.2000,7.00,0.5
2013-02-02 11:39:51,4.8,122.0000,23.8000,8.00,45.5
2013-01-17 16:30:42,4.7,122.1000,24.5000,9.00,44.0
2013-01-04 11:29:57,4.4,122.3000,24.1000,7.00,0.0
2013-01-04 02:08:04,4.3,121.9000,23.9000,8.00,0.0
2013-01-03 22:00:15,4.2,121.8000,23.9000,7.00,2.0
2013-01-02 20:01:47,4.6,121.8000,23.9000,8.00,0.0
2012-12-31 00:03:25,4.8,120.9000,23.5000,10.00,0.0
2012-12-26 10:06:37,4.0,122.4100,24.0000,65.00,0.0
2012-12-23 14:13:06,4.1,121.3600,24.2200,8.00,6.0
2012-12-11 18:32:04,4.0,121.5500,24.1200,7.00,0.0
2012-12-03 03:43:30,4.4,121.6300,23.9700,8.00,0.5
2012-12-03 01:45:37,4.8,121.5800,23.9800,8.00,0.5
2012-11-22 06:25:26,4.4,122.2600,24.0400,10.00,0.0
2012-11-21 01:09:00,4.8,121.3700,22.4800,9.00,11.0
2012-11-05 21:40:29,4.2,121.5100,23.8500,10.00,0.0
2012-10-25 18:31:17,4.4,120.3400,22.5200,6.00,0.0
